Time (sec),Usl(m/s),Usg(m/s),Vf,bins,Freq.,PDF,Hl
52.89,0.05,0.047,0.102,0,0,0,0.898
52.895,0.05,0.047,0.102,0,0,0,0.898
52.9,0.05,0.047,0.0992,0,0,0,0.9008
52.905,0.05,0.047,0.0987,0,0,0,0.9013
52.91,0.05,0.047,0.0946,0,0,0,0.9054
52.915,0.05,0.047,0.0942,0,0,0,0.9058
52.92,0.05,0.047,0.0903,0,0,0,0.9097
52.925,0.05,0.047,0.0904,0,0,0,0.9096
52.93,0.05,0.047,0.0877,0,0,0,0.9123
52.935,0.05,0.047,0.0878,0,0,0,0.9122
52.94,0.05,0.047,0.0852,0,0,0,0.9148
52.945,0.05,0.047,0.086,0,0,0,0.914
52.95,0.05,0.047,0.0841,0,0,0,0.9159
52.955,0.05,0.047,0.0848,0,0,0,0.9152
52.96,0.05,0.047,0.0824,0,0,0,0.9176
52.965,0.05,0.047,0.0834,0,0,0,0.9166
52.97,0.05,0.047,0.0804,0,0,0,0.9196
52.975,0.05,0.047,0.0819,0,0,0,0.9181
52.98,0.05,0.047,0.0802,0,0,0,0.9198
52.985,0.05,0.047,0.0794,0,0,0,0.9206
52.99,0.05,0.047,0.0778,0,0,0,0.9222
52.995,0.05,0.047,0.0774,0,0,0,0.9226
53,0.05,0.047,0.0755,0,0,0,0.9245
53.005,0.05,0.047,0.0767,0,0,0,0.9233
53.01,0.05,0.047,0.0749,0,0,0,0.9251
53.015,0.05,0.047,0.0754,0,0,0,0.9246
53.02,0.05,0.047,0.073,0,0,0,0.927
53.025,0.05,0.047,0.0747,0,0,0,0.9253
53.03,0.05,0.047,0.0718,0,0,0,0.9282
53.035,0.05,0.047,0.0732,0,0,0,0.9268
53.04,0.05,0.047,0.0721,0,0,0,0.9279
53.045,0.05,0.047,0.0719,0,0,0,0.9281
53.05,0.05,0.047,0.0704,0,0,0,0.9296
53.055,0.05,0.047,0.0728,0,0,0,0.9272
53.06,0.05,0.047,0.0721,0,0,0,0.9279
53.065,0.05,0.047,0.0726,0,0,0,0.9274
53.07,0.05,0.047,0.0731,0,0,0,0.9269
53.075,0.05,0.047,0.0754,0,0,0,0.9246
53.08,0.05,0.047,0.0746,0,0,0,0.9254
53.085,0.05,0.047,0.0771,0,0,0,0.9229
53.09,0.05,0.047,0.0754,0,0,0,0.9246
53.095,0.05,0.047,0.0773,0,0,0,0.9227
53.1,0.05,0.047,0.0759,0,0,0,0.9241
53.105,0.05,0.047,0.0768,0,0,0,0.9232
53.11,0.05,0.047,0.0754,0,0,0,0.9246
53.115,0.05,0.047,0.0781,0,0,0,0.9219
53.12,0.05,0.047,0.0761,0,0,0,0.9239
53.125,0.05,0.047,0.0782,0,0,0,0.9218
53.13,0.05,0.047,0.0771,0,0,0,0.9229
53.135,0.05,0.047,0.0791,0,0,0,0.9209
53.14,0.05,0.047,0.0774,0,0,0,0.9226
53.145,0.05,0.047,0.0799,0,0,0,0.9201
53.15,0.05,0.047,0.0785,0,0,0,0.9215
53.155,0.05,0.047,0.0801,0,0,0,0.9199
53.16,0.05,0.047,0.08,0,0,0,0.92
53.165,0.05,0.047,0.0814,0,0,0,0.9186
53.17,0.05,0.047,0.0808,0,0,0,0.9192
53.175,0.05,0.047,0.0835,0,0,0,0.9165
53.18,0.05,0.047,0.0825,0,0,0,0.9175
53.185,0.05,0.047,0.085,0,0,0,0.915
53.19,0.05,0.047,0.0847,0,0,0,0.9153
53.195,0.05,0.047,0.0872,0,0,0,0.9128
53.2,0.05,0.047,0.0856,0,0,0,0.9144
53.205,0.05,0.047,0.0886,0,0,0,0.9114
53.21,0.05,0.047,0.0886,0,0,0,0.9114
53.215,0.05,0.047,0.0903,0,0,0,0.9097
53.22,0.05,0.047,0.0894,0,0,0,0.9106
53.225,0.05,0.047,0.0919,0,0,0,0.9081
53.23,0.05,0.047,0.0897,0,0,0,0.9103
53.235,0.05,0.047,0.0915,0,0,0,0.9085
53.24,0.05,0.047,0.0895,0,0,0,0.9105
53.245,0.05,0.047,0.0919,0,0,0,0.9081
53.25,0.05,0.047,0.0901,0,0,0,0.9099
53.255,0.05,0.047,0.0927,0,0,0,0.9073
53.26,0.05,0.047,0.0915,0,0,0,0.9085
53.265,0.05,0.047,0.0933,0,0,0,0.9067
53.27,0.05,0.047,0.0918,0,0,0,0.9082
53.275,0.05,0.047,0.0935,0,0,0,0.9065
53.28,0.05,0.047,0.0919,0,0,0,0.9081
53.285,0.05,0.047,0.093,0,0,0,0.907
53.29,0.05,0.047,0.0913,0,0,0,0.9087
53.295,0.05,0.047,0.0931,0,0,0,0.9069
53.3,0.05,0.047,0.0914,0,0,0,0.9086
53.305,0.05,0.047,0.0935,0,0,0,0.9065
53.31,0.05,0.047,0.0915,0,0,0,0.9085
53.315,0.05,0.047,0.0933,0,0,0,0.9067
53.32,0.05,0.047,0.0911,0,0,0,0.9089
53.325,0.05,0.047,0.0929,0,0,0,0.9071
53.33,0.05,0.047,0.0913,0,0,0,0.9087
53.335,0.05,0.047,0.0926,0,0,0,0.9074
53.34,0.05,0.047,0.0914,0,0,0,0.9086
53.345,0.05,0.047,0.0933,0,0,0,0.9067
53.35,0.05,0.047,0.0942,0,0,0,0.9058
53.355,0.05,0.047,0.0953,0,0,0,0.9047
53.36,0.05,0.047,0.0953,0,0,0,0.9047
53.365,0.05,0.047,0.0975,0,0,0,0.9025
53.37,0.05,0.047,0.0977,0,0,0,0.9023
53.375,0.05,0.047,0.1021,0,0,0,0.8979
53.38,0.05,0.047,0.1017,0,0,0,0.8983
53.385,0.05,0.047,0.1062,0,0,0,0.8938
53.39,0.05,0.047,0.1077,0,0,0,0.8923
53.395,0.05,0.047,0.1141,0,0,0,0.8859
53.4,0.05,0.047,0.118,0,0,0,0.882
53.405,0.05,0.047,0.1261,0,0,0,0.8739
53.41,0.05,0.047,0.1339,0,0,0,0.8661
53.415,0.05,0.047,0.1485,0,0,0,0.8515
53.42,0.05,0.047,0.1628,0,0,0,0.8372
53.425,0.05,0.047,0.1829,0,0,0,0.8171
53.43,0.05,0.047,0.2042,0,0,0,0.7958
53.435,0.05,0.047,0.2305,0,0,0,0.7695
53.44,0.05,0.047,0.2578,0,0,0,0.7422
53.445,0.05,0.047,0.2865,0,0,0,0.7135
53.45,0.05,0.047,0.3115,0,0,0,0.6885
53.455,0.05,0.047,0.3404,0,0,0,0.6596
53.46,0.05,0.047,0.367,0,0,0,0.633
53.465,0.05,0.047,0.3932,0,0,0,0.6068
53.47,0.05,0.047,0.4163,0,0,0,0.5837
53.475,0.05,0.047,0.4407,0,0,0,0.5593
53.48,0.05,0.047,0.4603,0,0,0,0.5397
53.485,0.05,0.047,0.4783,0,0,0,0.5217
53.49,0.05,0.047,0.4913,0,0,0,0.5087
53.495,0.05,0.047,0.5053,0,0,0,0.4947
53.5,0.05,0.047,0.5108,0,0,0,0.4892
53.505,0.05,0.047,0.5111,0,0,0,0.4889
53.51,0.05,0.047,0.5019,0,0,0,0.4981
53.515,0.05,0.047,0.4862,0,0,0,0.5138
53.52,0.05,0.047,0.4599,0,0,0,0.5401
53.525,0.05,0.047,0.4364,0,0,0,0.5636
53.53,0.05,0.047,0.4107,0,0,0,0.5893
53.535,0.05,0.047,0.3876,0,0,0,0.6124
53.54,0.05,0.047,0.3638,0,0,0,0.6362
53.545,0.05,0.047,0.3429,0,0,0,0.6571
53.55,0.05,0.047,0.3215,0,0,0,0.6785
53.555,0.05,0.047,0.304,0,0,0,0.696
53.56,0.05,0.047,0.2817,0,0,0,0.7183
53.565,0.05,0.047,0.2645,0,0,0,0.7355
53.57,0.05,0.047,0.2455,0,0,0,0.7545
53.575,0.05,0.047,0.2279,0,0,0,0.7721
53.58,0.05,0.047,0.2079,0,0,0,0.7921
53.585,0.05,0.047,0.1906,0,0,0,0.8094
53.59,0.05,0.047,0.1721,0,0,0,0.8279
53.595,0.05,0.047,0.1564,0,0,0,0.8436
53.6,0.05,0.047,0.1383,0,0,0,0.8617
53.605,0.05,0.047,0.1247,0,0,0,0.8753
53.61,0.05,0.047,0.1118,0,0,0,0.8882
53.615,0.05,0.047,0.1028,0,0,0,0.8972
53.62,0.05,0.047,0.0926,0,0,0,0.9074
53.625,0.05,0.047,0.0923,0,0,0,0.9077
53.63,0.05,0.047,0.0914,0,0,0,0.9086
53.635,0.05,0.047,0.0915,0,0,0,0.9085
53.64,0.05,0.047,0.0912,0,0,0,0.9088
53.645,0.05,0.047,0.0953,0,0,0,0.9047
53.65,0.05,0.047,0.0956,0,0,0,0.9044
53.655,0.05,0.047,0.0969,0,0,0,0.9031
53.66,0.05,0.047,0.096,0,0,0,0.904
53.665,0.05,0.047,0.0965,0,0,0,0.9035
53.67,0.05,0.047,0.0961,0,0,0,0.9039
53.675,0.05,0.047,0.0987,0,0,0,0.9013
53.68,0.05,0.047,0.099,0,0,0,0.901
53.685,0.05,0.047,0.1019,0,0,0,0.8981
53.69,0.05,0.047,0.103,0,0,0,0.897
53.695,0.05,0.047,0.105,0,0,0,0.895
53.7,0.05,0.047,0.1026,0,0,0,0.8974
53.705,0.05,0.047,0.1028,0,0,0,0.8972
53.71,0.05,0.047,0.0992,0,0,0,0.9008
53.715,0.05,0.047,0.1007,0,0,0,0.8993
53.72,0.05,0.047,0.0992,0,0,0,0.9008
53.725,0.05,0.047,0.1008,0,0,0,0.8992
53.73,0.05,0.047,0.0995,0,0,0,0.9005
53.735,0.05,0.047,0.1006,0,0,0,0.8994
53.74,0.05,0.047,0.0978,0,0,0,0.9022
53.745,0.05,0.047,0.0992,0,0,0,0.9008
53.75,0.05,0.047,0.0975,0,0,0,0.9025
53.755,0.05,0.047,0.099,0,0,0,0.901
53.76,0.05,0.047,0.0985,0,0,0,0.9015
53.765,0.05,0.047,0.1017,0,0,0,0.8983
53.77,0.05,0.047,0.1017,0,0,0,0.8983
53.775,0.05,0.047,0.1025,0,0,0,0.8975
53.78,0.05,0.047,0.1026,0,0,0,0.8974
53.785,0.05,0.047,0.1047,0,0,0,0.8953
53.79,0.05,0.047,0.1033,0,0,0,0.8967
53.795,0.05,0.047,0.1064,0,0,0,0.8936
53.8,0.05,0.047,0.1066,0,0,0,0.8934
53.805,0.05,0.047,0.1095,0,0,0,0.8905
53.81,0.05,0.047,0.1105,0,0,0,0.8895
53.815,0.05,0.047,0.1131,0,0,0,0.8869
53.82,0.05,0.047,0.1129,0,0,0,0.8871
53.825,0.05,0.047,0.1152,0,0,0,0.8848
53.83,0.05,0.047,0.1146,0,0,0,0.8854
53.835,0.05,0.047,0.1156,0,0,0,0.8844
53.84,0.05,0.047,0.1149,0,0,0,0.8851
53.845,0.05,0.047,0.1159,0,0,0,0.8841
53.85,0.05,0.047,0.1134,0,0,0,0.8866
53.855,0.05,0.047,0.1139,0,0,0,0.8861
53.86,0.05,0.047,0.1114,0,0,0,0.8886
53.865,0.05,0.047,0.1115,0,0,0,0.8885
53.87,0.05,0.047,0.1099,0,0,0,0.8901
53.875,0.05,0.047,0.1124,0,0,0,0.8876
53.88,0.05,0.047,0.1133,0,0,0,0.8867
53.885,0.05,0.047,0.1152,0,0,0,0.8848
53.89,0.05,0.047,0.114,0,0,0,0.886
53.895,0.05,0.047,0.1141,0,0,0,0.8859
53.9,0.05,0.047,0.1127,0,0,0,0.8873
53.905,0.05,0.047,0.1139,0,0,0,0.8861
53.91,0.05,0.047,0.1119,0,0,0,0.8881
53.915,0.05,0.047,0.1133,0,0,0,0.8867
53.92,0.05,0.047,0.1106,0,0,0,0.8894
53.925,0.05,0.047,0.1111,0,0,0,0.8889
53.93,0.05,0.047,0.1089,0,0,0,0.8911
53.935,0.05,0.047,0.1097,0,0,0,0.8903
53.94,0.05,0.047,0.1082,0,0,0,0.8918
53.945,0.05,0.047,0.1084,0,0,0,0.8916
53.95,0.05,0.047,0.1074,0,0,0,0.8926
53.955,0.05,0.047,0.1084,0,0,0,0.8916
53.96,0.05,0.047,0.1066,0,0,0,0.8934
53.965,0.05,0.047,0.108,0,0,0,0.892
53.97,0.05,0.047,0.1061,0,0,0,0.8939
53.975,0.05,0.047,0.1072,0,0,0,0.8928
53.98,0.05,0.047,0.1056,0,0,0,0.8944
53.985,0.05,0.047,0.1057,0,0,0,0.8943
53.99,0.05,0.047,0.1038,0,0,0,0.8962
53.995,0.05,0.047,0.1039,0,0,0,0.8961
54,0.05,0.047,0.1018,0,0,0,0.8982
54.005,0.05,0.047,0.1019,0,0,0,0.8981
54.01,0.05,0.047,0.0995,0,0,0,0.9005
54.015,0.05,0.047,0.0999,0,0,0,0.9001
54.02,0.05,0.047,0.1001,0,0,0,0.8999
54.025,0.05,0.047,0.1035,0,0,0,0.8965
54.03,0.05,0.047,0.1098,0,0,0,0.8902
54.035,0.05,0.047,0.1223,0,0,0,0.8777
54.04,0.05,0.047,0.1392,0,0,0,0.8608
54.045,0.05,0.047,0.1615,0,0,0,0.8385
54.05,0.05,0.047,0.1827,0,0,0,0.8173
54.055,0.05,0.047,0.21,0,0,0,0.79
54.06,0.05,0.047,0.2371,0,0,0,0.7629
54.065,0.05,0.047,0.2669,0,0,0,0.7331
54.07,0.05,0.047,0.2959,0,0,0,0.7041
54.075,0.05,0.047,0.3261,0,0,0,0.6739
54.08,0.05,0.047,0.3567,0,0,0,0.6433
54.085,0.05,0.047,0.381,0,0,0,0.619
54.09,0.05,0.047,0.4027,0,0,0,0.5973
54.095,0.05,0.047,0.4243,0,0,0,0.5757
54.1,0.05,0.047,0.4395,0,0,0,0.5605
54.105,0.05,0.047,0.4474,0,0,0,0.5526
54.11,0.05,0.047,0.4458,0,0,0,0.5542
54.115,0.05,0.047,0.4373,0,0,0,0.5627
54.12,0.05,0.047,0.4151,0,0,0,0.5849
54.125,0.05,0.047,0.3924,0,0,0,0.6076
54.13,0.05,0.047,0.3668,0,0,0,0.6332
54.135,0.05,0.047,0.3401,0,0,0,0.6599
54.14,0.05,0.047,0.3116,0,0,0,0.6884
54.145,0.05,0.047,0.2857,0,0,0,0.7143
54.15,0.05,0.047,0.2615,0,0,0,0.7385
54.155,0.05,0.047,0.2429,0,0,0,0.7571
54.16,0.05,0.047,0.2221,0,0,0,0.7779
54.165,0.05,0.047,0.2049,0,0,0,0.7951
54.17,0.05,0.047,0.1892,0,0,0,0.8108
54.175,0.05,0.047,0.1734,0,0,0,0.8266
54.18,0.05,0.047,0.155,0,0,0,0.845
54.185,0.05,0.047,0.1397,0,0,0,0.8603
54.19,0.05,0.047,0.1259,0,0,0,0.8741
54.195,0.05,0.047,0.1158,0,0,0,0.8842
54.2,0.05,0.047,0.1061,0,0,0,0.8939
54.205,0.05,0.047,0.1008,0,0,0,0.8992
54.21,0.05,0.047,0.0968,0,0,0,0.9032
54.215,0.05,0.047,0.0978,0,0,0,0.9022
54.22,0.05,0.047,0.099,0,0,0,0.901
54.225,0.05,0.047,0.1018,0,0,0,0.8982
54.23,0.05,0.047,0.1024,0,0,0,0.8976
54.235,0.05,0.047,0.102,0,0,0,0.898
54.24,0.05,0.047,0.101,0,0,0,0.899
54.245,0.05,0.047,0.1014,0,0,0,0.8986
54.25,0.05,0.047,0.1015,0,0,0,0.8985
54.255,0.05,0.047,0.1026,0,0,0,0.8974
54.26,0.05,0.047,0.102,0,0,0,0.898
54.265,0.05,0.047,0.101,0,0,0,0.899
54.27,0.05,0.047,0.0999,0,0,0,0.9001
54.275,0.05,0.047,0.0988,0,0,0,0.9012
54.28,0.05,0.047,0.0957,0,0,0,0.9043
54.285,0.05,0.047,0.0945,0,0,0,0.9055
54.29,0.05,0.047,0.0934,0,0,0,0.9066
54.295,0.05,0.047,0.0926,0,0,0,0.9074
54.3,0.05,0.047,0.0926,0,0,0,0.9074
54.305,0.05,0.047,0.092,0,0,0,0.908
54.31,0.05,0.047,0.092,0,0,0,0.908
54.315,0.05,0.047,0.0921,0,0,0,0.9079
54.32,0.05,0.047,0.092,0,0,0,0.908
54.325,0.05,0.047,0.0928,0,0,0,0.9072
54.33,0.05,0.047,0.0929,0,0,0,0.9071
54.335,0.05,0.047,0.0938,0,0,0,0.9062
54.34,0.05,0.047,0.0949,0,0,0,0.9051
54.345,0.05,0.047,0.0962,0,0,0,0.9038
54.35,0.05,0.047,0.0973,0,0,0,0.9027
54.355,0.05,0.047,0.0983,0,0,0,0.9017
54.36,0.05,0.047,0.0988,0,0,0,0.9012
54.365,0.05,0.047,0.101,0,0,0,0.899
54.37,0.05,0.047,0.1023,0,0,0,0.8977
54.375,0.05,0.047,0.1024,0,0,0,0.8976
54.38,0.05,0.047,0.1026,0,0,0,0.8974
54.385,0.05,0.047,0.1039,0,0,0,0.8961
54.39,0.05,0.047,0.1049,0,0,0,0.8951
54.395,0.05,0.047,0.1051,0,0,0,0.8949
54.4,0.05,0.047,0.1041,0,0,0,0.8959
54.405,0.05,0.047,0.1044,0,0,0,0.8956
54.41,0.05,0.047,0.1032,0,0,0,0.8968
54.415,0.05,0.047,0.1035,0,0,0,0.8965
54.42,0.05,0.047,0.1021,0,0,0,0.8979
54.425,0.05,0.047,0.1023,0,0,0,0.8977
54.43,0.05,0.047,0.1016,0,0,0,0.8984
54.435,0.05,0.047,0.1018,0,0,0,0.8982
54.44,0.05,0.047,0.1001,0,0,0,0.8999
54.445,0.05,0.047,0.1009,0,0,0,0.8991
54.45,0.05,0.047,0.0999,0,0,0,0.9001
54.455,0.05,0.047,0.0993,0,0,0,0.9007
54.46,0.05,0.047,0.0983,0,0,0,0.9017
54.465,0.05,0.047,0.0987,0,0,0,0.9013
54.47,0.05,0.047,0.0982,0,0,0,0.9018
54.475,0.05,0.047,0.098,0,0,0,0.902
54.48,0.05,0.047,0.0973,0,0,0,0.9027
54.485,0.05,0.047,0.097,0,0,0,0.903
54.49,0.05,0.047,0.0961,0,0,0,0.9039
54.495,0.05,0.047,0.0949,0,0,0,0.9051
54.5,0.05,0.047,0.0945,0,0,0,0.9055
54.505,0.05,0.047,0.0948,0,0,0,0.9052
54.51,0.05,0.047,0.0934,0,0,0,0.9066
54.515,0.05,0.047,0.0938,0,0,0,0.9062
54.52,0.05,0.047,0.0934,0,0,0,0.9066
54.525,0.05,0.047,0.0945,0,0,0,0.9055
54.53,0.05,0.047,0.0941,0,0,0,0.9059
54.535,0.05,0.047,0.0935,0,0,0,0.9065
54.54,0.05,0.047,0.0949,0,0,0,0.9051
54.545,0.05,0.047,0.0956,0,0,0,0.9044
54.55,0.05,0.047,0.0964,0,0,0,0.9036
54.555,0.05,0.047,0.0975,0,0,0,0.9025
54.56,0.05,0.047,0.0994,0,0,0,0.9006
54.565,0.05,0.047,0.102,0,0,0,0.898
54.57,0.05,0.047,0.1035,0,0,0,0.8965
54.575,0.05,0.047,0.1083,0,0,0,0.8917
54.58,0.05,0.047,0.1119,0,0,0,0.8881
54.585,0.05,0.047,0.1206,0,0,0,0.8794
54.59,0.05,0.047,0.1309,0,0,0,0.8691
54.595,0.05,0.047,0.1472,0,0,0,0.8528
54.6,0.05,0.047,0.1689,0,0,0,0.8311
54.605,0.05,0.047,0.1907,0,0,0,0.8093
54.61,0.05,0.047,0.2131,0,0,0,0.7869
54.615,0.05,0.047,0.2382,0,0,0,0.7618
54.62,0.05,0.047,0.263,0,0,0,0.737
54.625,0.05,0.047,0.2874,0,0,0,0.7126
54.63,0.05,0.047,0.3089,0,0,0,0.6911
54.635,0.05,0.047,0.3304,0,0,0,0.6696
54.64,0.05,0.047,0.3521,0,0,0,0.6479
54.645,0.05,0.047,0.3705,0,0,0,0.6295
54.65,0.05,0.047,0.3844,0,0,0,0.6156
54.655,0.05,0.047,0.3962,0,0,0,0.6038
54.66,0.05,0.047,0.4021,0,0,0,0.5979
54.665,0.05,0.047,0.3999,0,0,0,0.6001
54.67,0.05,0.047,0.3916,0,0,0,0.6084
54.675,0.05,0.047,0.3775,0,0,0,0.6225
54.68,0.05,0.047,0.3553,0,0,0,0.6447
54.685,0.05,0.047,0.3341,0,0,0,0.6659
54.69,0.05,0.047,0.3144,0,0,0,0.6856
54.695,0.05,0.047,0.3,0,0,0,0.7
54.7,0.05,0.047,0.2852,0,0,0,0.7148
54.705,0.05,0.047,0.27,0,0,0,0.73
54.71,0.05,0.047,0.253,0,0,0,0.747
54.715,0.05,0.047,0.236,0,0,0,0.764
54.72,0.05,0.047,0.217,0,0,0,0.783
54.725,0.05,0.047,0.2012,0,0,0,0.7988
54.73,0.05,0.047,0.1831,0,0,0,0.8169
54.735,0.05,0.047,0.1674,0,0,0,0.8326
54.74,0.05,0.047,0.154,0,0,0,0.846
54.745,0.05,0.047,0.1435,0,0,0,0.8565
54.75,0.05,0.047,0.1367,0,0,0,0.8633
54.755,0.05,0.047,0.1349,0,0,0,0.8651
54.76,0.05,0.047,0.1337,0,0,0,0.8663
54.765,0.05,0.047,0.1356,0,0,0,0.8644
54.77,0.05,0.047,0.1385,0,0,0,0.8615
54.775,0.05,0.047,0.1415,0,0,0,0.8585
54.78,0.05,0.047,0.1445,0,0,0,0.8555
54.785,0.05,0.047,0.1447,0,0,0,0.8553
54.79,0.05,0.047,0.1448,0,0,0,0.8552
54.795,0.05,0.047,0.1432,0,0,0,0.8568
54.8,0.05,0.047,0.1381,0,0,0,0.8619
54.805,0.05,0.047,0.1324,0,0,0,0.8676
54.81,0.05,0.047,0.1282,0,0,0,0.8718
54.815,0.05,0.047,0.1222,0,0,0,0.8778
54.82,0.05,0.047,0.1173,0,0,0,0.8827
54.825,0.05,0.047,0.1133,0,0,0,0.8867
54.83,0.05,0.047,0.1108,0,0,0,0.8892
54.835,0.05,0.047,0.1085,0,0,0,0.8915
54.84,0.05,0.047,0.1072,0,0,0,0.8928
54.845,0.05,0.047,0.1067,0,0,0,0.8933
54.85,0.05,0.047,0.106,0,0,0,0.894
54.855,0.05,0.047,0.1053,0,0,0,0.8947
54.86,0.05,0.047,0.1044,0,0,0,0.8956
54.865,0.05,0.047,0.1029,0,0,0,0.8971
54.87,0.05,0.047,0.1032,0,0,0,0.8968
54.875,0.05,0.047,0.102,0,0,0,0.898
54.88,0.05,0.047,0.1022,0,0,0,0.8978
54.885,0.05,0.047,0.1022,0,0,0,0.8978
54.89,0.05,0.047,0.1023,0,0,0,0.8977
54.895,0.05,0.047,0.1037,0,0,0,0.8963
54.9,0.05,0.047,0.1069,0,0,0,0.8931
54.905,0.05,0.047,0.1099,0,0,0,0.8901
54.91,0.05,0.047,0.1139,0,0,0,0.8861
54.915,0.05,0.047,0.1146,0,0,0,0.8854
54.92,0.05,0.047,0.1159,0,0,0,0.8841
54.925,0.05,0.047,0.1176,0,0,0,0.8824
54.93,0.05,0.047,0.118,0,0,0,0.882
54.935,0.05,0.047,0.1164,0,0,0,0.8836
54.94,0.05,0.047,0.1156,0,0,0,0.8844
54.945,0.05,0.047,0.1157,0,0,0,0.8843
54.95,0.05,0.047,0.1156,0,0,0,0.8844
54.955,0.05,0.047,0.1141,0,0,0,0.8859
54.96,0.05,0.047,0.1159,0,0,0,0.8841
54.965,0.05,0.047,0.1165,0,0,0,0.8835
54.97,0.05,0.047,0.118,0,0,0,0.882
54.975,0.05,0.047,0.1169,0,0,0,0.8831
54.98,0.05,0.047,0.1161,0,0,0,0.8839
54.985,0.05,0.047,0.1136,0,0,0,0.8864
54.99,0.05,0.047,0.1131,0,0,0,0.8869
54.995,0.05,0.047,0.1107,0,0,0,0.8893
55,0.05,0.047,0.1099,0,0,0,0.8901
55.005,0.05,0.047,0.1081,0,0,0,0.8919
55.01,0.05,0.047,0.107,0,0,0,0.893
55.015,0.05,0.047,0.1063,0,0,0,0.8937
55.02,0.05,0.047,0.1059,0,0,0,0.8941
55.025,0.05,0.047,0.1051,0,0,0,0.8949
55.03,0.05,0.047,0.1044,0,0,0,0.8956
55.035,0.05,0.047,0.104,0,0,0,0.896
55.04,0.05,0.047,0.1024,0,0,0,0.8976
55.045,0.05,0.047,0.1029,0,0,0,0.8971
55.05,0.05,0.047,0.1024,0,0,0,0.8976
55.055,0.05,0.047,0.1013,0,0,0,0.8987
55.06,0.05,0.047,0.102,0,0,0,0.898
55.065,0.05,0.047,0.1017,0,0,0,0.8983
55.07,0.05,0.047,0.1006,0,0,0,0.8994
55.075,0.05,0.047,0.0997,0,0,0,0.9003
55.08,0.05,0.047,0.1001,0,0,0,0.8999
55.085,0.05,0.047,0.1003,0,0,0,0.8997
55.09,0.05,0.047,0.1009,0,0,0,0.8991
55.095,0.05,0.047,0.1013,0,0,0,0.8987
55.1,0.05,0.047,0.1024,0,0,0,0.8976
55.105,0.05,0.047,0.1029,0,0,0,0.8971
55.11,0.05,0.047,0.1038,0,0,0,0.8962
55.115,0.05,0.047,0.1036,0,0,0,0.8964
55.12,0.05,0.047,0.1041,0,0,0,0.8959
55.125,0.05,0.047,0.1053,0,0,0,0.8947
55.13,0.05,0.047,0.1055,0,0,0,0.8945
55.135,0.05,0.047,0.105,0,0,0,0.895
55.14,0.05,0.047,0.1052,0,0,0,0.8948
55.145,0.05,0.047,0.1033,0,0,0,0.8967
55.15,0.05,0.047,0.1029,0,0,0,0.8971
55.155,0.05,0.047,0.104,0,0,0,0.896
55.16,0.05,0.047,0.1077,0,0,0,0.8923
55.165,0.05,0.047,0.1157,0,0,0,0.8843
55.17,0.05,0.047,0.1297,0,0,0,0.8703
55.175,0.05,0.047,0.1484,0,0,0,0.8516
55.18,0.05,0.047,0.1731,0,0,0,0.8269
55.185,0.05,0.047,0.2005,0,0,0,0.7995
55.19,0.05,0.047,0.2315,0,0,0,0.7685
55.195,0.05,0.047,0.2637,0,0,0,0.7363
55.2,0.05,0.047,0.302,0,0,0,0.698
55.205,0.05,0.047,0.3346,0,0,0,0.6654
55.21,0.05,0.047,0.3655,0,0,0,0.6345
55.215,0.05,0.047,0.3959,0,0,0,0.6041
55.22,0.05,0.047,0.4233,0,0,0,0.5767
55.225,0.05,0.047,0.4431,0,0,0,0.5569
55.23,0.05,0.047,0.458,0,0,0,0.542
55.235,0.05,0.047,0.465,0,0,0,0.535
55.24,0.05,0.047,0.4645,0,0,0,0.5355
55.245,0.05,0.047,0.4558,0,0,0,0.5442
55.25,0.05,0.047,0.4415,0,0,0,0.5585
55.255,0.05,0.047,0.4206,0,0,0,0.5794
55.26,0.05,0.047,0.3968,0,0,0,0.6032
55.265,0.05,0.047,0.3695,0,0,0,0.6305
55.27,0.05,0.047,0.3461,0,0,0,0.6539
55.275,0.05,0.047,0.324,0,0,0,0.676
55.28,0.05,0.047,0.3044,0,0,0,0.6956
55.285,0.05,0.047,0.2875,0,0,0,0.7125
55.29,0.05,0.047,0.2724,0,0,0,0.7276
55.295,0.05,0.047,0.2537,0,0,0,0.7463
55.3,0.05,0.047,0.2364,0,0,0,0.7636
55.305,0.05,0.047,0.2153,0,0,0,0.7847
55.31,0.05,0.047,0.1957,0,0,0,0.8043
55.315,0.05,0.047,0.1765,0,0,0,0.8235
55.32,0.05,0.047,0.1607,0,0,0,0.8393
55.325,0.05,0.047,0.1477,0,0,0,0.8523
55.33,0.05,0.047,0.1381,0,0,0,0.8619
55.335,0.05,0.047,0.1296,0,0,0,0.8704
55.34,0.05,0.047,0.1236,0,0,0,0.8764
55.345,0.05,0.047,0.1183,0,0,0,0.8817
55.35,0.05,0.047,0.119,0,0,0,0.881
55.355,0.05,0.047,0.1209,0,0,0,0.8791
55.36,0.05,0.047,0.1244,0,0,0,0.8756
55.365,0.05,0.047,0.1269,0,0,0,0.8731
55.37,0.05,0.047,0.1294,0,0,0,0.8706
55.375,0.05,0.047,0.1288,0,0,0,0.8712
55.38,0.05,0.047,0.1293,0,0,0,0.8707
55.385,0.05,0.047,0.1246,0,0,0,0.8754
55.39,0.05,0.047,0.122,0,0,0,0.878
55.395,0.05,0.047,0.1164,0,0,0,0.8836
